
State,County_Name,% hispanic
MN,Lake County,1.57
MN,Lake of the Woods County,1.42
MN,Le Sueur County,5.98
MN,Lincoln County,2.04
MN,Lyon County,6.5
MN,McLeod County,6.12
MN,Mahnomen County,4.38
MN,Marshall County,4.41
MN,Martin County,4.39
MN,Meeker County,4.07
MN,Mille Lacs County,2.41
MN,Morrison County,1.75
MN,Mower County,11.42
MN,Murray County,3.97
MN,Nicollet County,4.48
MN,Nobles County,28.27
MN,Norman County,5.03
MN,Olmsted County,5.04
MN,Otter Tail County,3.46
MN,Pennington County,3.72
MN,Pine County,2.86
MN,Pipestone County,6.84
MN,Polk County,6.63
MN,Pope County,1.44
MN,Ramsey County,7.56
MN,Red Lake County,3.7
MN,Redwood County,3.41
MN,Renville County,8.75
MN,Rice County,8.06
MN,Rock County,3.15
MN,Roseau County,1.36
MN,St. Louis County,1.7
MN,Scott County,5.19
MN,Sherburne County,2.53
MN,Sibley County,9.18
MN,Stearns County,3.41
MN,Steele County,7.99
MN,Stevens County,5.92
MN,Swift County,5.2
MN,Todd County,5.9
MN,Traverse County,2.86
MN,Wabasha County,2.83
MN,Wadena County,1.83
MN,Waseca County,6.01
MN,Washington County,4.18
MN,Watonwan County,24.82
MN,Wilkin County,2.89
MN,Winona County,2.93
MN,Wright County,2.96
MN,Yellow Medicine County,4.88
MS,Adams County,8.97
MS,Alcorn County,3.23
MS,Amite County,1.41
MS,Attala County,2.11
MS,Benton County,2.66
MS,Bolivar County,2.13
MS,Calhoun County,5.93
MS,Carroll County,1.7
MS,Chickasaw County,4.78
MS,Choctaw County,1.69
MS,Claiborne County,1.45
MS,Clarke County,1.12
MS,Clay County,1.39
MS,Coahoma County,1.54
MS,Copiah County,3.15
MS,Covington County,2.4
MS,DeSoto County,4.8
MS,Forrest County,2.86
MS,Franklin County,1.09
MS,George County,3.08
MS,Greene County,1.25
MS,Grenada County,1.38
MS,Hancock County,3.88
MS,Harrison County,5.44
MS,Hinds County,1.55
MS,Holmes County,1.08
MS,Humphreys County,3.22
MS,Issaquena County,1.49
MS,Itawamba County,1.63
MS,Jackson County,6.48
MS,Jasper County,1.25
MS,Jefferson County,0.83
MS,Jefferson Davis County,1.45
MS,Jones County,4.4
MS,Kemper County,0.97
MS,Lafayette County,2.57
MS,Lamar County,2.64
MS,Lauderdale County,2.25
MS,Lawrence County,1.99
MS,Leake County,4.8
MS,Lee County,2.64
MS,Leflore County,2.66
MS,Lincoln County,1.04
MS,Lowndes County,2.19
MS,Madison County,2.97
MS,Marion County,1.62
MS,Marshall County,3.67
MS,Monroe County,1.3
MS,Montgomery County,1.38
MS,Neshoba County,1.97
MS,Newton County,1.94
MS,Noxubee County,1.42
MS,Oktibbeha County,1.66
MS,Panola County,1.94
MS,Pearl River County,3.13
MS,Perry County,1.51
MS,Pike County,1.73
MS,Pontotoc County,6.54
MS,Prentiss County,1.48
MS,Quitman County,1.55
MS,Rankin County,2.75
MS,Scott County,10.98
MS,Sharkey County,2.01
MS,Simpson County,1.78
MS,Smith County,1.69
MS,Stone County,2.11
MS,Sunflower County,1.76
MS,Tallahatchie County,6.82
MS,Tate County,2.51
MS,Tippah County,4.68
MS,Tishomingo County,3.13
MS,Tunica County,2.53
MS,Union County,4.18
MS,Walthall County,2.03
MS,Warren County,2.22
MS,Washington County,1.6
MS,Wayne County,1.65
MS,Webster County,1.48
MS,Wilkinson County,1.04
MS,Winston County,1.24
MS,Yalobusha County,1.62
MS,Yazoo County,5.84
MO,Adair County,2.53
MO,Andrew County,2.45
MO,Atchison County,1.35
MO,Audrain County,3.09
MO,Barry County,9.69
MO,Barton County,2.84
MO,Bates County,2.29
MO,Benton County,2.08
MO,Bollinger County,1.28
MO,Boone County,3.42
MO,Buchanan County,6.79
MO,Butler County,2.1
MO,Caldwell County,2.11
MO,Callaway County,2.06
MO,Camden County,2.95
MO,Cape Girardeau County,2.38
MO,Carroll County,1.58
MO,Carter County,2.58
MO,Cass County,4.47
MO,Cedar County,2.16
MO,Chariton County,0.99
MO,Christian County,2.93
MO,Clark County,1.0
MO,Clay County,6.87
MO,Clinton County,2.12
MO,Cole County,2.97
MO,Cooper County,2.0
MO,Crawford County,2.02
MO,Dade County,2.11
MO,Dallas County,2.0
MO,Daviess County,1.64
MO,DeKalb County,2.5
MO,Dent County,1.78
MO,Douglas County,1.61
MO,Dunklin County,6.76
MO,Franklin County,1.72
MO,Gasconade County,1.41
MO,Gentry County,1.77
MO,Greene County,3.75
MO,Grundy County,2.18
MO,Harrison County,2.23
MO,Henry County,2.45
MO,Hickory County,1.73
MO,Holt County,1.31
MO,Howard County,1.56
MO,Howell County,2.12
MO,Iron County,1.83
MO,Jackson County,9.16
MO,Jasper County,8.09
MO,Jefferson County,1.98
MO,Johnson County,4.44
MO,Knox County,0.98
MO,Laclede County,2.46
MO,Lafayette County,2.81
MO,Lawrence County,7.42
MO,Lewis County,1.83
MO,Lincoln County,2.52
MO,Linn County,2.37
MO,Livingston County,2.0
MO,McDonald County,11.77
MO,Macon County,1.53
MO,Madison County,2.33
MO,Maries County,1.25
MO,Marion County,1.69
MO,Mercer County,2.61
MO,Miller County,1.93
MO,Mississippi County,2.19
MO,Moniteau County,4.71
MO,Monroe County,1.76
MO,Montgomery County,1.98
MO,Morgan County,2.31
MO,New Madrid County,2.03
MO,Newton County,5.49
MO,Nodaway County,1.75
MO,Oregon County,1.86
MO,Osage County,0.91
MO,Ozark County,1.71
MO,Pemiscot County,2.6
MO,Perry County,2.37
MO,Pettis County,9.1
MO,Phelps County,2.54
MO,Pike County,2.26
MO,Platte County,6.19
MO,Polk County,2.52
MO,Pulaski County,11.1
MO,Putnam County,1.97
MO,Ralls County,1.29
MO,Randolph County,2.04
MO,Ray County,2.38
MO,Reynolds County,1.56
MO,Ripley County,1.56
MO,St. Charles County,3.3
MO,St. Clair County,2.45
MO,Ste. Genevieve County,1.24
MO,St. Francois County,1.6
MO,St. Louis County,2.92
MO,Saline County,10.13
MO,Schuyler County,1.57
MO,Scotland County,1.05
MO,Scott County,2.28
MO,Shannon County,1.87
MO,Shelby County,2.13
MO,Stoddard County,1.77
MO,Stone County,2.36
MO,Sullivan County,18.22
MO,Taney County,5.92
MO,Texas County,2.08
MO,Vernon County,2.07
MO,Warren County,3.34
MO,Washington County,1.45
MO,Wayne County,1.95
MO,Webster County,2.14
MO,Worth County,1.41
MO,Wright County,1.9
MO,St. Louis city,4.03
MT,Beaverhead County,4.47
MT,Big Horn County,5.89
MT,Blaine County,2.86
MT,Broadwater County,2.91
MT,Carbon County,2.51
MT,Carter County,1.15
MT,Cascade County,4.46
MT,Chouteau County,2.58
MT,Custer County,3.43
MT,Daniels County,3.8
MT,Dawson County,3.01
MT,Deer Lodge County,3.5
MT,Fallon County,1.6
MT,Fergus County,2.35
MT,Flathead County,2.75
MT,Gallatin County,3.64
MT,Garfield County,1.47
MT,Glacier County,2.79
MT,Golden Valley County,4.01
MT,Granite County,2.05
MT,Hill County,3.72
MT,Jefferson County,2.33
MT,Judith Basin County,2.19
MT,Lake County,4.48
MT,Lewis and Clark County,3.27
MT,Liberty County,0.66
MT,Lincoln County,2.78
MT,McCone County,1.57
MT,Madison County,3.52
MT,Meagher County,2.11
MT,Mineral County,2.89
MT,Missoula County,3.23
MT,Musselshell County,3.56
MT,Park County,2.88
MT,Petroleum County,1.15
MT,Phillips County,2.74
MT,Pondera County,1.86
MT,Powder River County,1.83
MT,Powell County,2.65
MT,Prairie County,3.88
MT,Ravalli County,3.57
MT,Richland County,5.21
MT,Roosevelt County,3.66
MT,Rosebud County,5.23
MT,Sanders County,2.89
MT,Sheridan County,3.14
MT,Silver Bow County,4.44
MT,Stillwater County,3.73
MT,Sweet Grass County,2.49
MT,Teton County,1.61
MT,Toole County,4.11
MT,Treasure County,3.53
MT,Valley County,2.74
MT,Wheatland County,3.08
MT,Wibaux County,3.92
MT,Yellowstone County,5.62
NE,Adams County,10.3
NE,Antelope County,3.41
NE,Arthur County,4.38
NE,Banner County,5.93
NE,Blaine County,2.28
NE,Boone County,2.5
NE,Box Butte County,12.57
NE,Boyd County,2.23
NE,Brown County,1.63
NE,Buffalo County,9.07
NE,Burt County,3.0
NE,Butler County,3.35
NE,Cass County,3.39
NE,Cedar County,1.77
NE,Chase County,14.78
NE,Cherry County,3.51
NE,Cheyenne County,6.95
NE,Clay County,9.07
NE,Colfax County,46.42
NE,Cuming County,10.6
NE,Custer County,3.26
NE,Dakota County,39.73
NE,Dawes County,5.3
NE,Dawson County,34.11
NE,Deuel County,6.11
NE,Dixon County,13.92
NE,Dodge County,12.47
NE,Douglas County,12.69
NE,Dundy County,9.0
NE,Fillmore County,3.91
NE,Franklin County,2.17
NE,Frontier County,2.05
NE,Furnas County,4.35
NE,Gage County,2.51
NE,Garden County,5.88
NE,Garfield County,1.44
NE,Gosper County,5.67
NE,Grant County,1.23
NE,Greeley County,1.77
NE,Hall County,27.87
NE,Hamilton County,3.51
NE,Harlan County,2.0
NE,Hayes County,4.93
NE,Hitchcock County,4.09
NE,Holt County,4.91
NE,Hooker County,2.52
NE,Howard County,2.58
NE,Jefferson County,3.76
NE,Johnson County,10.34
NE,Kearney County,6.43
NE,Keith County,7.73
NE,Keya Paha County,0.76
NE,Kimball County,9.15
NE,Knox County,2.49
NE,Lancaster County,7.12
NE,Lincoln County,8.61
NE,Logan County,1.3
NE,Loup County,3.12
NE,McPherson County,1.0
NE,Madison County,15.14
NE,Merrick County,4.59
NE,Morrill County,15.8
NE,Nance County,2.72
NE,Nemaha County,2.82
NE,Nuckolls County,2.76
NE,Otoe County,8.37
NE,Pawnee County,1.78
NE,Perkins County,4.06
NE,Phelps County,5.68
NE,Pierce County,1.79
NE,Platte County,19.09
NE,Polk County,5.56
NE,Red Willow County,5.15
NE,Richardson County,2.02
NE,Rock County,1.53
NE,Saline County,25.73
NE,Sarpy County,9.37
NE,Saunders County,2.26
NE,Scotts Bluff County,24.07
NE,Seward County,2.7
NE,Sheridan County,5.29
NE,Sherman County,2.4
NE,Sioux County,5.32
NE,Stanton County,5.48
NE,Thayer County,2.48
NE,Thomas County,2.34
NE,Thurston County,5.55
NE,Valley County,2.95
NE,Washington County,3.14
NE,Wayne County,6.44
NE,Webster County,5.22
NE,Wheeler County,1.83
NE,York County,5.31
NV,Churchill County,14.12
NV,Clark County,31.25
NV,Douglas County,12.87
NV,Elko County,24.71
NV,Esmeralda County,18.24
NV,Eureka County,13.87
NV,Humboldt County,27.55
NV,Lander County,23.03
NV,Lincoln County,8.18
NV,Lyon County,17.29
NV,Mineral County,11.89
NV,Nye County,14.72
NV,Pershing County,24.6
NV,Storey County,8.06
NV,Washoe County,24.6
NV,White Pine County,16.11
NV,Carson City,24.18
NH,Belknap County,1.69
NH,Carroll County,1.5
NH,Cheshire County,1.88
NH,Coos County,1.8
NH,Grafton County,2.35
NH,Hillsborough County,6.74
NH,Merrimack County,2.18
NH,Rockingham County,2.96
NH,Strafford County,2.41
NH,Sullivan County,1.61
NJ,Atlantic County,19.02
NJ,Bergen County,19.93
NJ,Burlington County,8.09
NJ,Camden County,16.99
NJ,Cape May County,7.83
NJ,Cumberland County,30.75
NJ,Essex County,23.23
NJ,Gloucester County,6.21
NJ,Hudson County,43.14
NJ,Hunterdon County,6.62
NJ,Mercer County,17.79
NJ,Middlesex County,21.18
NJ,Monmouth County,11.0
NJ,Morris County,13.64
NJ,Ocean County,9.36
NJ,Passaic County,41.87
NJ,Salem County,9.02
NJ,Somerset County,14.8
NJ,Sussex County,8.18
NJ,Union County,31.98
NJ,Warren County,9.54
NM,Bernalillo County,50.08
NM,Catron County,18.79
NM,Chaves County,56.45
NM,Cibola County,38.34
NM,Colfax County,49.04
NM,Curry County,42.23
NM,De Baca County,43.36
NM,Do�a Ana County,
NM,Eddy County,49.06
NM,Grant County,50.53
NM,Guadalupe County,79.0
NM,Harding County,43.5
NM,Hidalgo County,57.89
NM,Lea County,58.47
NM,Lincoln County,32.8
NM,Los Alamos County,17.84
NM,Luna County,66.88
NM,McKinley County,14.24
NM,Mora County,80.66
NM,Otero County,38.36
NM,Quay County,45.41
NM,Rio Arriba County,71.28
NM,Roosevelt County,42.12
NM,Sandoval County,39.01
NM,San Juan County,20.15
NM,San Miguel County,77.38
NM,Santa Fe County,51.05
NM,Sierra County,30.33
NM,Socorro County,50.04
NM,Taos County,56.85
NM,Torrance County,42.98
NM,Union County,42.3
NM,Valencia County,60.67
NY,Albany County,5.96
NY,Allegany County,1.58
NY,Bronx County,56.16
NY,Broome County,4.25
NY,Cattaraugus County,2.09
NY,Cayuga County,2.98
NY,Chautauqua County,7.57
NY,Chemung County,3.12
NY,Chenango County,2.24
NY,Clinton County,2.99
NY,Columbia County,4.85
NY,Cortland County,2.72
NY,Delaware County,3.82
NY,Dutchess County,12.3
NY,Erie County,5.47
NY,Essex County,3.52
NY,Franklin County,3.63
NY,Fulton County,3.08
NY,Genesee County,3.37
NY,Greene County,5.72
NY,Hamilton County,1.61
NY,Herkimer County,2.26
NY,Jefferson County,7.59
NY,Kings County,19.13
NY,Lewis County,1.87
NY,Livingston County,3.63
NY,Madison County,2.23
NY,Monroe County,8.79
NY,Montgomery County,14.16
NY,Nassau County,17.15
NY,New York County,26.13
NY,Niagara County,2.95
NY,Oneida County,5.75
NY,Onondaga County,4.88
NY,Ontario County,4.78
NY,Orange County,20.63
NY,Orleans County,4.81
NY,Oswego County,2.63
NY,Otsego County,3.66
NY,Putnam County,15.14
NY,Queens County,28.01
NY,Rensselaer County,5.05
NY,Richmond County,18.58
NY,Rockland County,17.97
NY,St. Lawrence County,2.35
NY,Saratoga County,3.23
NY,Schenectady County,6.95
NY,Schoharie County,3.23
NY,Schuyler County,1.84
NY,Seneca County,3.41
NY,Steuben County,1.65
NY,Suffolk County,19.54
NY,Sullivan County,16.2
NY,Tioga County,2.01
NY,Tompkins County,5.05
NY,Ulster County,10.29
NY,Warren County,2.56
NY,Washington County,2.79
NY,Wayne County,4.48
NY,Westchester County,24.86
NY,Wyoming County,3.38
NY,Yates County,2.34
NC,Alamance County,12.85
NC,Alexander County,4.8
NC,Alleghany County,9.65
NC,Anson County,4.07
NC,Ashe County,5.32
NC,Avery County,5.41
NC,Beaufort County,7.85
NC,Bertie County,2.3
NC,Bladen County,7.88
NC,Brunswick County,4.77
NC,Buncombe County,6.62
NC,Burke County,6.25
NC,Cabarrus County,10.44
NC,Caldwell County,5.51
NC,Camden County,2.84
NC,Carteret County,4.21
NC,Caswell County,4.04
NC,Catawba County,9.85
NC,Chatham County,12.47
NC,Cherokee County,3.19
NC,Chowan County,3.76
NC,Clay County,3.59
NC,Cleveland County,3.57
NC,Columbus County,5.46
NC,Craven County,7.19
NC,Cumberland County,11.59
NC,Currituck County,3.79
NC,Dare County,7.27
NC,Davidson County,7.18
NC,Davie County,6.86
NC,Duplin County,22.61
NC,Durham County,13.65
NC,Edgecombe County,4.71
NC,Forsyth County,12.97
NC,Franklin County,8.41
NC,Gaston County,7.1
NC,Gates County,2.16
NC,Graham County,3.51
NC,Granville County,7.96
NC,Greene County,15.45
NC,Guilford County,8.06
NC,Halifax County,2.95
NC,Harnett County,12.95
NC,Haywood County,3.92
NC,Henderson County,10.25
NC,Hertford County,3.92
NC,Hoke County,13.39
NC,Hyde County,8.69
NC,Iredell County,7.67
NC,Jackson County,5.81
NC,Johnston County,13.71
NC,Jones County,4.92
NC,Lee County,19.25
NC,Lenoir County,8.03
NC,Lincoln County,7.09
NC,McDowell County,6.42
NC,Macon County,7.27
NC,Madison County,2.66
NC,Martin County,4.07
NC,Mecklenburg County,13.32
NC,Mitchell County,5.62
NC,Montgomery County,15.72
NC,Moore County,6.72
NC,Nash County,7.07
NC,New Hanover County,5.52
NC,Northampton County,2.22
NC,Onslow County,12.53
NC,Orange County,8.51
NC,Pamlico County,3.88
NC,Pasquotank County,5.38
NC,Pender County,7.33
NC,Perquimans County,2.61
NC,Person County,4.29
NC,Pitt County,6.35
NC,Polk County,6.1
NC,Randolph County,11.46
NC,Richmond County,6.54
NC,Robeson County,8.91
NC,Rockingham County,6.19
NC,Rowan County,8.85
NC,Rutherford County,4.36
NC,Sampson County,19.83
NC,Scotland County,2.93
NC,Stanly County,4.33
NC,Stokes County,3.02
NC,Surry County,10.63
NC,Swain County,5.11
NC,Transylvania County,3.39
NC,Tyrrell County,9.21
NC,Union County,11.29
NC,Vance County,7.68
NC,Wake County,10.25
NC,Warren County,3.87
NC,Washington County,5.63
NC,Watauga County,3.55
NC,Wayne County,11.96
NC,Wilkes County,6.51
NC,Wilson County,10.52
NC,Yadkin County,11.37
NC,Yancey County,5.16
ND,Adams County,1.64
ND,Barnes County,2.05
ND,Benson County,3.06
ND,Billings County,1.38
ND,Bottineau County,2.31
ND,Bowman County,5.69
ND,Burke County,2.21
ND,Burleigh County,2.58
ND,Cass County,2.72
ND,Cavalier County,0.96
ND,Dickey County,3.37
ND,Divide County,2.67
ND,Dunn County,5.2
ND,Eddy County,3.63
ND,Emmons County,1.09
ND,Foster County,1.6
ND,Golden Valley County,3.07
ND,Grand Forks County,4.21
ND,Grant County,1.56
ND,Griggs County,1.33
ND,Hettinger County,2.46
ND,Kidder County,4.07
ND,LaMoure County,1.57
ND,Logan County,1.77
ND,McHenry County,2.07
ND,McIntosh County,2.23
ND,McKenzie County,8.05
ND,McLean County,2.34
ND,Mercer County,2.89
ND,Morton County,2.95
ND,Mountrail County,7.83
ND,Nelson County,2.45
ND,Oliver County,2.11
ND,Pembina County,3.4
ND,Pierce County,1.59
ND,Ramsey County,2.76
ND,Ransom County,1.81
ND,Renville County,2.88
ND,Richland County,3.05
ND,Rolette County,2.0
ND,Sargent County,3.21
ND,Sheridan County,1.26
ND,Sioux County,4.34
ND,Slope County,3.24
ND,Stark County,5.07
ND,Steele County,1.98
ND,Stutsman County,2.6
ND,Towner County,0.75
ND,Traill County,3.76
ND,Walsh County,11.87
ND,Ward County,6.26
ND,Wells County,1.24
ND,Williams County,6.98
OH,Adams County,1.0
OH,Allen County,3.09
OH,Ashland County,1.39
OH,Ashtabula County,4.24
OH,Athens County,1.94
OH,Auglaize County,1.66
OH,Belmont County,0.98
OH,Brown County,1.01
OH,Butler County,4.73
OH,Carroll County,1.45
OH,Champaign County,1.6
OH,Clark County,3.32
OH,Clermont County,1.96
OH,Clinton County,1.6
OH,Columbiana County,1.72
OH,Coshocton County,1.07
OH,Crawford County,1.67
OH,Cuyahoga County,5.93
OH,Darke County,1.56
OH,Defiance County,9.9
OH,Delaware County,2.58
OH,Erie County,4.43
OH,Fairfield County,2.14
OH,Fayette County,2.11
OH,Franklin County,5.49
OH,Fulton County,8.75
OH,Gallia County,1.45
OH,Geauga County,1.52
OH,Greene County,2.8
OH,Guernsey County,1.15
OH,Hamilton County,3.27
OH,Hancock County,5.38
OH,Hardin County,1.72
OH,Harrison County,1.08
OH,Henry County,7.72
OH,Highland County,1.1
OH,Hocking County,0.92
OH,Holmes County,0.93
OH,Huron County,6.63
OH,Jackson County,1.1
OH,Jefferson County,1.38
OH,Knox County,1.48
OH,Lake County,4.3
OH,Lawrence County,1.03
OH,Licking County,1.94
OH,Logan County,1.52
OH,Lorain County,10.0
OH,Lucas County,7.1
OH,Madison County,2.02
OH,Mahoning County,5.92
OH,Marion County,2.61
OH,Medina County,2.08
OH,Meigs County,0.78
OH,Mercer County,1.88
OH,Miami County,1.66
OH,Monroe County,0.6
OH,Montgomery County,2.95
OH,Morgan County,0.93
OH,Morrow County,1.42
OH,Muskingum County,1.13
OH,Noble County,0.6
OH,Ottawa County,5.12
OH,Paulding County,4.65
OH,Perry County,0.9
OH,Pickaway County,1.37
OH,Pike County,1.06
OH,Portage County,1.83
OH,Preble County,0.83
OH,Putnam County,6.19
OH,Richland County,1.88
OH,Ross County,1.24
OH,Sandusky County,9.95
OH,Scioto County,1.35
OH,Seneca County,5.07
OH,Shelby County,1.49
OH,Stark County,2.06
OH,Summit County,2.08
OH,Trumbull County,1.79
OH,Tuscarawas County,2.61
OH,Union County,1.65
OH,Van Wert County,3.22
OH,Vinton County,0.8
OH,Warren County,2.71
OH,Washington County,1.09
OH,Wayne County,1.97
OH,Williams County,4.51
OH,Wood County,5.59
OH,Wyandot County,2.89
OK,Adair County,6.57
OK,Alfalfa County,5.35
OK,Atoka County,3.43
OK,Beaver County,23.46
OK,Beckham County,14.74
OK,Blaine County,10.35
OK,Bryan County,5.84
OK,Caddo County,12.7
OK,Canadian County,8.77
OK,Carter County,7.32
OK,Cherokee County,7.15
OK,Choctaw County,4.4
OK,Cimarron County,21.96
OK,Cleveland County,8.67
OK,Coal County,4.7
OK,Comanche County,13.15
OK,Cotton County,7.97
OK,Craig County,3.71
OK,Creek County,4.23
OK,Custer County,18.32
OK,Delaware County,3.79
OK,Dewey County,6.89
OK,Ellis County,6.96
OK,Garfield County,12.43
OK,Garvin County,8.86
OK,Grady County,5.82
OK,Grant County,4.98
OK,Greer County,11.47
OK,Harmon County,29.49
OK,Harper County,24.05
OK,Haskell County,4.38
OK,Hughes County,5.53
OK,Jackson County,23.99
OK,Jefferson County,10.56
OK,Johnston County,5.4
OK,Kay County,8.09
OK,Kingfisher County,15.73
OK,Kiowa County,11.68
OK,Latimer County,3.58
OK,Le Flore County,6.91
OK,Lincoln County,3.4
OK,Logan County,6.19
OK,Love County,15.75
OK,McClain County,7.98
OK,McCurtain County,5.87
OK,McIntosh County,2.75
OK,Major County,9.45
OK,Marshall County,17.84
OK,Mayes County,3.62
OK,Murray County,6.61
OK,Muskogee County,6.18
OK,Noble County,3.75
OK,Nowata County,3.03
OK,Okfuskee County,3.94
OK,Oklahoma County,17.54
OK,Okmulgee County,4.22
OK,Osage County,3.65
OK,Ottawa County,5.75
OK,Pawnee County,2.98
OK,Payne County,4.74
OK,Pittsburg County,5.03
OK,Pontotoc County,5.33
OK,Pottawatomie County,5.1
OK,Pushmataha County,4.02
OK,Roger Mills County,7.51
OK,Rogers County,4.68
OK,Seminole County,5.17
OK,Sequoyah County,4.2
OK,Stephens County,7.65
OK,Texas County,45.67
OK,Tillman County,26.52
OK,Tulsa County,12.72
OK,Wagoner County,6.07
OK,Washington County,5.95
OK,Washita County,9.8
OK,Woods County,7.3
OK,Woodward County,12.65
OR,Baker County,4.17
OR,Benton County,7.46
OR,Clackamas County,8.65
OR,Clatsop County,8.55
OR,Columbia County,5.22
OR,Coos County,6.53
OR,Crook County,7.83
OR,Curry County,7.11
OR,Deschutes County,8.02
OR,Douglas County,5.87
OR,Gilliam County,6.25
OR,Grant County,3.74
OR,Harney County,5.31
OR,Hood River County,31.29
OR,Jackson County,12.9
OR,Jefferson County,19.82
OR,Josephine County,7.5
OR,Klamath County,13.15
OR,Lake County,8.47
OR,Lane County,8.91
OR,Lincoln County,9.3
OR,Linn County,9.11
OR,Malheur County,33.98
OR,Marion County,26.66
OR,Morrow County,36.16
OR,Multnomah County,11.57
OR,Polk County,14.03
OR,Sherman County,7.11
OR,Tillamook County,10.69
OR,Umatilla County,26.82
OR,Union County,4.84
OR,Wallowa County,2.99
OR,Wasco County,18.37
OR,Washington County,16.81
OR,Wheeler County,5.6
OR,Yamhill County,16.04
PA,Adams County,7.06
PA,Allegheny County,2.1
PA,Armstrong County,0.78
PA,Beaver County,1.58
PA,Bedford County,1.23
PA,Berks County,21.05
PA,Blair County,1.26
PA,Bradford County,1.44
PA,Bucks County,5.4
PA,Butler County,1.52
PA,Cambria County,1.62
PA,Cameron County,1.18
PA,Carbon County,4.66
PA,Centre County,2.99
PA,Chester County,7.55
PA,Clarion County,0.93
PA,Clearfield County,2.97
PA,Clinton County,1.48
PA,Columbia County,2.76
PA,Crawford County,1.27
PA,Cumberland County,3.88
PA,Dauphin County,9.21
PA,Delaware County,3.81
PA,Elk County,0.85
PA,Erie County,4.29
PA,Fayette County,1.17
PA,Forest County,6.41
PA,Franklin County,5.79
PA,Fulton County,1.33
PA,Greene County,1.52
PA,Huntingdon County,1.96
PA,Indiana County,1.27
PA,Jefferson County,0.91
PA,Juniata County,3.58
PA,Lackawanna County,7.5
PA,Lancaster County,10.55
PA,Lawrence County,1.41
PA,Lebanon County,13.25
PA,Lehigh County,24.56
PA,Luzerne County,11.78
PA,Lycoming County,2.01
PA,McKean County,2.18
PA,Mercer County,1.51
PA,Mifflin County,1.68
PA,Monroe County,15.85
PA,Montgomery County,5.18
PA,Montour County,2.79
PA,Northampton County,13.25
PA,Northumberland County,3.46
PA,Perry County,1.99
PA,Philadelphia County,14.81
PA,Pike County,10.98
PA,Potter County,1.37
PA,Schuylkill County,4.39
PA,Snyder County,2.35
PA,Somerset County,1.53
PA,Sullivan County,1.89
PA,Susquehanna County,1.67
PA,Tioga County,1.28
PA,Union County,5.59
PA,Venango County,1.13
PA,Warren County,1.1
PA,Washington County,1.69
PA,Wayne County,4.4
PA,Westmoreland County,1.18
PA,Wyoming County,1.91
PA,York County,7.53
RI,Bristol County,3.08
RI,Kent County,4.97
RI,Newport County,6.02
RI,Providence County,22.8
RI,Washington County,3.19
SC,Abbeville County,1.46
SC,Aiken County,5.77
SC,Allendale County,3.28
SC,Anderson County,3.8
SC,Bamberg County,2.22
SC,Barnwell County,2.5
SC,Beaufort County,11.13
SC,Berkeley County,6.59
SC,Calhoun County,3.93
SC,Charleston County,5.11
SC,Cherokee County,4.39
SC,Chester County,2.05
SC,Chesterfield County,4.35
SC,Clarendon County,3.2
SC,Colleton County,3.37
SC,Darlington County,2.02
SC,Dillon County,2.63
SC,Dorchester County,5.41
SC,Edgefield County,5.88
SC,Fairfield County,2.24
SC,Florence County,2.68
SC,Georgetown County,3.05
SC,Greenville County,9.13
SC,Greenwood County,6.12
SC,Hampton County,4.16
SC,Horry County,6.03
SC,Jasper County,13.16
SC,Kershaw County,4.28
SC,Lancaster County,5.34
SC,Laurens County,4.9
SC,Lee County,2.47
SC,Lexington County,6.08
SC,McCormick County,1.46
SC,Marion County,2.92
SC,Marlboro County,3.23
SC,Newberry County,7.54
SC,Oconee County,5.5
SC,Orangeburg County,2.21
SC,Pickens County,3.69
SC,Richland County,5.16
SC,Saluda County,16.04
SC,Spartanburg County,6.84
SC,Sumter County,4.06
SC,Union County,1.53
SC,Williamsburg County,2.23
SC,York County,5.5
SD,Aurora County,5.55
SD,Beadle County,9.21
SD,Bennett County,5.3
SD,Bon Homme County,2.75
SD,Brookings County,2.77
SD,Brown County,2.79
SD,Brule County,2.71
SD,Buffalo County,4.4
SD,Butte County,3.79
SD,Campbell County,1.89
SD,Charles Mix County,3.18
SD,Clark County,2.59
SD,Clay County,2.92
SD,Codington County,2.27
SD,Corson County,4.64
SD,Custer County,3.05
SD,Davison County,2.67
SD,Day County,2.25
SD,Deuel County,2.83
SD,Dewey County,4.58
SD,Douglas County,1.98
SD,Edmunds County,1.74
SD,Fall River County,4.1
SD,Faulk County,1.2
SD,Grant County,3.97
SD,Gregory County,1.68
SD,Haakon County,2.16
SD,Hamlin County,3.77
SD,Hand County,1.16
SD,Hanson County,1.34
SD,Harding County,2.5
SD,Hughes County,3.04
SD,Hutchinson County,2.13
SD,Hyde County,1.37
SD,Jackson County,3.89
SD,Jerauld County,4.64
SD,Jones County,2.14
SD,Kingsbury County,2.06
SD,Lake County,2.38
SD,Lawrence County,3.17
SD,Lincoln County,2.04
SD,Lyman County,2.25
SD,McCook County,3.55
SD,McPherson County,1.32
SD,Marshall County,6.95
SD,Meade County,4.15
SD,Mellette County,3.45
SD,Miner County,3.05
SD,Minnehaha County,4.84
SD,Moody County,4.58
SD,Oglala Lakota County,3.6
SD,Pennington County,4.97
SD,Perkins County,1.71
SD,Potter County,1.88
SD,Roberts County,3.2
SD,Sanborn County,3.18
SD,Spink County,2.01
SD,Stanley County,2.52
